t_id,s_id,latitude,longitude,Availability,street,city,zipcode,model,x,y
S22-T1,S22,48.841529,2.298576,0.0,170 RUE LECOURBE,Paris,75015,"T2, Combo, CHAdeMO, T3, E/F",3194.2680946382707,2953.208280000398
S22-T2,S22,48.841529,2.298576,0.0,170 RUE LECOURBE,Paris,75015,E/F,3194.2680946382707,2953.208280000398
S22-T3,S22,48.841529,2.298576,0.0,170 RUE LECOURBE,Paris,75015,"E/F, T2, T3, Combo, CHAdeMO",3194.2680946382707,2953.208280000398
S23-T1,S23,48.865358,2.3779388,0.0,94 Rue Saint-Maur,Paris,75011,"E/F, CHAdeMO, T3, Combo, T2",9011.829595031966,5605.85256000031
S23-T2,S23,48.865358,2.3779388,0.0,94 Rue Saint-Maur,Paris,75011,E/F,9011.829595031966,5605.85256000031
S23-T3,S23,48.865358,2.3779388,1.0,94 Rue Saint-Maur,Paris,75011,"T3, E/F, CHAdeMO, T2, Combo",9011.829595031966,5605.85256000031
S24-T1,S24,48.841742,2.375639,1.0,20 RUE VILLIOT,Paris,75012,"CHAdeMO, E/F, T2, T3, Combo",8843.246481298522,2976.9194400006477
S24-T2,S24,48.841742,2.375639,0.0,20 RUE VILLIOT,Paris,75012,E/F,8843.246481298522,2976.9194400006477
S24-T3,S24,48.841742,2.375639,0.0,20 RUE VILLIOT,Paris,75012,"CHAdeMO, Combo, T2, T3, E/F",8843.246481298522,2976.9194400006477
S25-T1,S25,48.89311,2.34066,0.0,110 RUE ORDENER,Paris,75018,"Combo, T2, T3, E/F, CHAdeMO",6279.167546050886,8695.20520000026
S25-T2,S25,48.89311,2.34066,1.0,110 RUE ORDENER,Paris,75018,E/F,6279.167546050886,8695.20520000026
S25-T3,S25,48.89311,2.34066,0.0,110 RUE ORDENER,Paris,75018,"Combo, CHAdeMO, T3, E/F, T2",6279.167546050886,8695.20520000026
S26-T1,S26,48.865311,2.343436,1.0,44 RUE ETIENNE MARCEL,Paris,75001,"CHAdeMO, E/F, Combo, T2, T3",6482.657729425116,5600.620520000073
S26-T2,S26,48.865311,2.343436,1.0,44 RUE ETIENNE MARCEL,Paris,75001,E/F,6482.657729425116,5600.620520000073
S26-T3,S26,48.865311,2.343436,1.0,44 RUE ETIENNE MARCEL,Paris,75001,"E/F, Combo, CHAdeMO, T2, T3",6482.657729425116,5600.620520000073
S27-T1,S27,48.86003,2.34046,0.0,1 RUE DE L'AMIRAL DE COLIGNY,Paris,75001,"T2, CHAdeMO, E/F, Combo, T3",6264.50687001528,5012.739600000459
S27-T2,S27,48.86003,2.34046,0.0,1 RUE DE L'AMIRAL DE COLIGNY,Paris,75001,E/F,6264.50687001528,5012.739600000459
S27-T3,S27,48.86003,2.34046,0.0,1 RUE DE L'AMIRAL DE COLIGNY,Paris,75001,"Combo, T2, T3, CHAdeMO, E/F",6264.50687001528,5012.739600000459
S28-T1,S28,48.864719,2.359043,1.0,5 RUE DE REAUMUR,Paris,75003,"CHAdeMO, T2, Combo, E/F, T3",7626.703583863757,5534.719080000354
S28-T2,S28,48.864719,2.359043,0.0,5 RUE DE REAUMUR,Paris,75003,E/F,7626.703583863757,5534.719080000354
S28-T3,S28,48.864719,2.359043,0.0,5 RUE DE REAUMUR,Paris,75003,"E/F, T3, CHAdeMO, Combo, T2",7626.703583863757,5534.719080000354
S29-T1,S29,48.854057,2.34556,1.0,4 QUAI DU MARCHE NEUF,Paris,75004,"CHAdeMO, T3, E/F, Combo, T2",6638.354108923257,4347.825239999964
S29-T2,S29,48.854057,2.34556,0.0,4 QUAI DU MARCHE NEUF,Paris,75004,E/F,6638.354108923257,4347.825239999964
S29-T3,S29,48.854057,2.34556,1.0,4 QUAI DU MARCHE NEUF,Paris,75004,"E/F, T3, T2, CHAdeMO, Combo",6638.354108923257,4347.825239999964
S3-T1,S3,48.876162,2.286403,1.0,77 AVENUE DE LA GRANDE ARMEE,Paris,75016,"Combo, E/F, CHAdeMO, T2, T3",2301.94604773098,6808.553840000339
S3-T2,S3,48.876162,2.286403,0.0,77 AVENUE DE LA GRANDE ARMEE,Paris,75016,E/F,2301.94604773098,6808.553840000339
S3-T3,S3,48.876162,2.286403,0.0,77 AVENUE DE LA GRANDE ARMEE,Paris,75016,"T3, Combo, E/F, CHAdeMO, T2",2301.94604773098,6808.553840000339
S30-T1,S30,48.845715,2.345032,1.0,17 PLACE DU PANTHEON,Paris,75005,"Combo, CHAdeMO, T2, T3, E/F",6599.649924189245,3419.1938000000796
S30-T2,S30,48.845715,2.345032,1.0,17 PLACE DU PANTHEON,Paris,75005,E/F,6599.649924189245,3419.1938000000796
S30-T3,S30,48.845715,2.345032,0.0,17 PLACE DU PANTHEON,Paris,75005,"T2, E/F, T3, Combo, CHAdeMO",6599.649924189245,3419.1938000000796
S31-T1,S31,48.85104,2.345493,1.0,32 RUE SAINT JACQUES,Paris,75005,"E/F, T3, Combo, CHAdeMO, T2",6633.442782451325,4011.972799999983
S31-T2,S31,48.85104,2.345493,0.0,32 RUE SAINT JACQUES,Paris,75005,E/F,6633.442782451325,4011.972799999983
S31-T3,S31,48.85104,2.345493,0.0,32 RUE SAINT JACQUES,Paris,75005,"CHAdeMO, E/F, T3, Combo, T2",6633.442782451325,4011.972799999983
S32-T1,S32,48.84477,2.35242,0.0,55 RUE MONGE,Paris,75005,"T2, Combo, CHAdeMO, T3, E/F",7141.215296944614,3313.9963999999095
S32-T2,S32,48.84477,2.35242,0.0,55 RUE MONGE,Paris,75005,E/F,7141.215296944614,3313.9963999999095
S32-T3,S32,48.84477,2.35242,0.0,55 RUE MONGE,Paris,75005,"CHAdeMO, T3, T2, Combo, E/F",7141.215296944614,3313.9963999999095
S33-T1,S33,48.8524588,2.3414834,0.0,7 RUE DANTON,Paris,75006,"E/F, CHAdeMO, T2, T3, Combo",6339.52554928947,4169.913616000347
S33-T2,S33,48.8524588,2.3414834,1.0,7 RUE DANTON,Paris,75006,E/F,6339.52554928947,4169.913616000347
S33-T3,S33,48.8524588,2.3414834,1.0,7 RUE DANTON,Paris,75006,"T3, Combo, CHAdeMO, T2, E/F",6339.52554928947,4169.913616000347
S34-T1,S34,48.8521255,2.3313459,1.0,66 RUE DE RENNES,Paris,75006,"E/F, Combo, T2, CHAdeMO, T3",5596.412532734601,4132.810660000214
S34-T2,S34,48.8521255,2.3313459,0.0,66 RUE DE RENNES,Paris,75006,E/F,5596.412532734601,4132.810660000214
S34-T3,S34,48.8521255,2.3313459,0.0,66 RUE DE RENNES,Paris,75006,"E/F, Combo, CHAdeMO, T3, T2",5596.412532734601,4132.810660000214
S35-T1,S35,48.849911,2.307126,1.0,10 AV DE SAXE,Paris,75007,"E/F, T3, Combo, T2, CHAdeMO",3821.01199516048,3886.292520000114
S35-T2,S35,48.849911,2.307126,0.0,10 AV DE SAXE,Paris,75007,E/F,3821.01199516048,3886.292520000114
S35-T3,S35,48.849911,2.307126,0.0,10 AV DE SAXE,Paris,75007,"E/F, T3, Combo, T2, CHAdeMO",3821.01199516048,3886.292520000114
S36-T1,S36,48.857552,2.30437,1.0,47 AV BOSQUET,Paris,75007,"T2, T3, E/F, Combo, CHAdeMO",3618.987879389821,4736.888640000066
S36-T2,S36,48.857552,2.30437,0.0,47 AV BOSQUET,Paris,75007,E/F,3618.987879389821,4736.888640000066
S36-T3,S36,48.857552,2.30437,1.0,47 AV BOSQUET,Paris,75007,"T2, T3, E/F, Combo, CHAdeMO",3618.987879389821,4736.888640000066
S37-T1,S37,48.857124,2.327753,0.0,35 RUE DU BAC,Paris,75007,"T3, E/F, CHAdeMO, T2, Combo",5333.0408180929135,4689.243680000129
S37-T2,S37,48.857124,2.327753,0.0,35 RUE DU BAC,Paris,75007,E/F,5333.0408180929135,4689.243680000129
S37-T3,S37,48.857124,2.327753,1.0,35 RUE DU BAC,Paris,75007,"T3, E/F, CHAdeMO, T2, Combo",5333.0408180929135,4689.243680000129
S38-T1,S38,48.847931,2.309952,1.0,2 RUE PERIGNON,Paris,75007,"E/F, Combo, T3, T2, CHAdeMO",4028.1673475436355,3665.8789200005485
S38-T2,S38,48.847931,2.309952,0.0,2 RUE PERIGNON,Paris,75007,E/F,4028.1673475436355,3665.8789200005485
S38-T3,S38,48.847931,2.309952,1.0,2 RUE PERIGNON,Paris,75007,"E/F, CHAdeMO, T3, T2, Combo",4028.1673475436355,3665.8789200005485
S39-T1,S39,48.852665,2.31368,0.0,9 AVENUE DE VILLARS,Paris,75007,"T3, E/F, CHAdeMO, T2, Combo",4301.442348847379,4192.867800000451
S39-T2,S39,48.852665,2.31368,0.0,9 AVENUE DE VILLARS,Paris,75007,E/F,4301.442348847379,4192.867800000451
S39-T3,S39,48.852665,2.31368,0.0,9 AVENUE DE VILLARS,Paris,75007,"T3, T2, E/F, Combo, CHAdeMO",4301.442348847379,4192.867800000451
S4-T1,S4,48.871465,2.289894,0.0,45 AVENUE VICTOR HUGO,Paris,75016,"CHAdeMO, T2, T3, E/F, Combo",2557.8481479325096,6285.68380000032
S4-T2,S4,48.871465,2.289894,0.0,45 AVENUE VICTOR HUGO,Paris,75016,E/F,2557.8481479325096,6285.68380000032
S4-T3,S4,48.871465,2.289894,1.0,45 AVENUE VICTOR HUGO,Paris,75016,"E/F, CHAdeMO, T3, Combo, T2",2557.8481479325096,6285.68380000032
S41-T1,S41,48.86937,2.303269,0.0,55 RUE PIERRE CHARRON,Paris,75008,"T2, E/F, CHAdeMO, T3, Combo",3538.2808578137815,6052.4684000006455
S41-T2,S41,48.86937,2.303269,0.0,55 RUE PIERRE CHARRON,Paris,75008,E/F,3538.2808578137815,6052.4684000006455
S41-T3,S41,48.86937,2.303269,0.0,55 RUE PIERRE CHARRON,Paris,75008,"CHAdeMO, E/F, Combo, T2, T3",3538.2808578137815,6052.4684000006455
S42-T1,S42,48.875854,2.309542,0.0,2 RUE LOUIS MURAT,Paris,75008,"Combo, E/F, T3, CHAdeMO, T2",3998.112961670638,6774.267279999897
S42-T2,S42,48.875854,2.309542,0.0,2 RUE LOUIS MURAT,Paris,75008,E/F,3998.112961670638,6774.267279999897
S42-T3,S42,48.875854,2.309542,0.0,2 RUE LOUIS MURAT,Paris,75008,"Combo, T3, E/F, T2, CHAdeMO",3998.112961670638,6774.267279999897
S45-T1,S45,48.858952,2.379874,0.0,4 AVENUE PARMENTIER,Paris,75011,"T2, Combo, E/F, T3, CHAdeMO",9153.686296352518,4892.736640000493
S45-T2,S45,48.858952,2.379874,0.0,4 AVENUE PARMENTIER,Paris,75011,E/F,9153.686296352518,4892.736640000493
S45-T3,S45,48.858952,2.379874,0.0,4 AVENUE PARMENTIER,Paris,75011,"T2, Combo, CHAdeMO, E/F, T3",9153.686296352518,4892.736640000493
S46-T1,S46,48.847485,2.401736,0.0,66 COURS DE VINCENNES,Paris,75012,"Combo, CHAdeMO, T2, E/F, T3",10756.24479380482,3616.2302000001346
S46-T2,S46,48.847485,2.401736,0.0,66 COURS DE VINCENNES,Paris,75012,E/F,10756.24479380482,3616.2302000001346
S46-T3,S46,48.847485,2.401736,0.0,66 COURS DE VINCENNES,Paris,75012,"Combo, T2, E/F, T3, CHAdeMO",10756.24479380482,3616.2302000001346
S47-T1,S47,48.820007,2.365661,0.0,107 BOULEVARD MASSENA,Paris,75013,"CHAdeMO, Combo, T3, E/F, T2",8111.825353882024,557.3792399998993
S47-T2,S47,48.820007,2.365661,0.0,107 BOULEVARD MASSENA,Paris,75013,E/F,8111.825353882024,557.3792399998993
S47-T3,S47,48.820007,2.365661,1.0,107 BOULEVARD MASSENA,Paris,75013,"T2, E/F, Combo, T3, CHAdeMO",8111.825353882024,557.3792399998993
S48-T1,S48,48.832893,2.363025,1.0,137 BD VINCENT AURIOL,Paris,75013,"T3, E/F, Combo, CHAdeMO, T2",7918.597643732722,1991.8487600000917
S48-T2,S48,48.832893,2.363025,0.0,137 BD VINCENT AURIOL,Paris,75013,E/F,7918.597643732722,1991.8487600000917
S48-T3,S48,48.832893,2.363025,0.0,137 BD VINCENT AURIOL,Paris,75013,"T3, E/F, Combo, CHAdeMO, T2",7918.597643732722,1991.8487600000917
S49-T1,S49,48.831448,2.320052,0.0,47 RUE DIDOT,Paris,75014,"Combo, E/F, T3, CHAdeMO, T2",4768.531487341835,1830.991360000447
S49-T2,S49,48.831448,2.320052,0.0,47 RUE DIDOT,Paris,75014,E/F,4768.531487341835,1830.991360000447
S49-T3,S49,48.831448,2.320052,0.0,47 RUE DIDOT,Paris,75014,"CHAdeMO, Combo, E/F, T3, T2",4768.531487341835,1830.991360000447
S5-T1,S5,48.865501,2.315463,0.0,3 AV DUTUIT,Paris,75008,"T2, T3, CHAdeMO, Combo, E/F",4432.1422757047985,5621.771320000459
S5-T2,S5,48.865501,2.315463,0.0,3 AV DUTUIT,Paris,75008,E/F,4432.1422757047985,5621.771320000459
S5-T3,S5,48.865501,2.315463,1.0,3 AV DUTUIT,Paris,75008,"CHAdeMO, Combo, E/F, T2, T3",4432.1422757047985,5621.771320000459
S50-T1,S50,48.83086,2.325895,0.0,173 AV DU MAINE,Paris,75014,"E/F, Combo, CHAdeMO, T2, T3",5196.843137722122,1765.5352000003938
S50-T2,S50,48.83086,2.325895,1.0,173 AV DU MAINE,Paris,75014,E/F,5196.843137722122,1765.5352000003938
S50-T3,S50,48.83086,2.325895,0.0,173 AV DU MAINE,Paris,75014,"T2, Combo, CHAdeMO, T3, E/F",5196.843137722122,1765.5352000003938
S51-T1,S51,48.841198,2.323891,0.0,9 BD EDGARD QUINET,Paris,75014,"CHAdeMO, T3, Combo, E/F, T2",5049.943163845339,2916.3613600000926
S51-T2,S51,48.841198,2.323891,0.0,9 BD EDGARD QUINET,Paris,75014,E/F,5049.943163845339,2916.3613600000926
S51-T3,S51,48.841198,2.323891,1.0,9 BD EDGARD QUINET,Paris,75014,"T3, Combo, CHAdeMO, E/F, T2",5049.943163845339,2916.3613600000926
S52-T1,S52,48.86154,2.31159,0.0,22 RUE FABERT,Paris,75007,"CHAdeMO, T2, Combo, T3, E/F",4148.23828427525,5180.832800000027
S52-T2,S52,48.86154,2.31159,0.0,22 RUE FABERT,Paris,75007,E/F,4148.23828427525,5180.832800000027
S52-T3,S52,48.86154,2.31159,0.0,22 RUE FABERT,Paris,75007,"T3, T2, E/F, CHAdeMO, Combo",4148.23828427525,5180.832800000027
S53-T1,S53,48.835709,2.286912,1.0,55 RUE DESNOUETTES,Paris,75015,"T3, CHAdeMO, Combo, E/F, T2",2339.257468241609,2305.3258800004055
S53-T2,S53,48.835709,2.286912,0.0,55 RUE DESNOUETTES,Paris,75015,E/F,2339.257468241609,2305.3258800004055
S53-T3,S53,48.835709,2.286912,0.0,55 RUE DESNOUETTES,Paris,75015,"T3, T2, E/F, CHAdeMO, Combo",2339.257468241609,2305.3258800004055
S56-T1,S56,48.828454,2.3006428,0.0,2 Rue Antonin Mercié,Paris,75015,"T3, Combo, E/F, T2, CHAdeMO",3345.7715207902206,1497.69928000033
S56-T2,S56,48.828454,2.3006428,0.0,2 Rue Antonin Mercié,Paris,75015,E/F,3345.7715207902206,1497.69928000033
S56-T3,S56,48.828454,2.3006428,1.0,2 Rue Antonin Mercié,Paris,75015,"E/F, T3, Combo, T2, CHAdeMO",3345.7715207902206,1497.69928000033
S57-T1,S57,48.885689,2.297463,0.0,4 AV GOURGAUD,Paris,75017,"CHAdeMO, T3, T2, Combo, E/F",3112.6814325001023,7869.099480000174
S57-T2,S57,48.885689,2.297463,0.0,4 AV GOURGAUD,Paris,75017,E/F,3112.6814325001023,7869.099480000174
S57-T3,S57,48.885689,2.297463,0.0,4 AV GOURGAUD,Paris,75017,"T2, CHAdeMO, T3, Combo, E/F",3112.6814325001023,7869.099480000174
S58-T1,S58,48.879654,2.302442,0.0,83 RUE DE COURCELLES,Paris,75017,"T3, T2, E/F, CHAdeMO, Combo",3477.658962406566,7197.2832800004935
S58-T2,S58,48.879654,2.302442,0.0,83 RUE DE COURCELLES,Paris,75017,E/F,3477.658962406566,7197.2832800004935
S58-T3,S58,48.879654,2.302442,0.0,83 RUE DE COURCELLES,Paris,75017,"CHAdeMO, T2, Combo, T3, E/F",3477.658962406566,7197.2832800004935
S59-T1,S59,48.883282,2.286938,1.0,2 AV DE LA PORTE DE VILLIERS,Paris,75017,"CHAdeMO, Combo, T3, T2, E/F",2341.163356126244,7601.1522400003905
S59-T2,S59,48.883282,2.286938,0.0,2 AV DE LA PORTE DE VILLIERS,Paris,75017,E/F,2341.163356126244,7601.1522400003905
S59-T3,S59,48.883282,2.286938,1.0,2 AV DE LA PORTE DE VILLIERS,Paris,75017,"E/F, T3, CHAdeMO, Combo, T2",2341.163356126244,7601.1522400003905
S6-T1,S6,48.882794,2.382705,1.0,4 PLACE ARMAND CARREL,Paris,75019,"Combo, T2, CHAdeMO, E/F, T3",9361.20816563655,7546.828079999916
S6-T2,S6,48.882794,2.382705,0.0,4 PLACE ARMAND CARREL,Paris,75019,E/F,9361.20816563655,7546.828079999916
S6-T3,S6,48.882794,2.382705,0.0,4 PLACE ARMAND CARREL,Paris,75019,"E/F, Combo, T2, T3, CHAdeMO",9361.20816563655,7546.828079999916
S60-T1,S60,48.874134,2.405196,0.0,227 AVENUE GAMBETTA,Paris,75020,"T2, Combo, E/F, T3, CHAdeMO",11009.87448922084,6582.796880000027
S60-T2,S60,48.874134,2.405196,0.0,227 AVENUE GAMBETTA,Paris,75020,E/F,11009.87448922084,6582.796880000027
S60-T3,S60,48.874134,2.405196,1.0,227 AVENUE GAMBETTA,Paris,75020,"Combo, E/F, T3, T2, CHAdeMO",11009.87448922084,6582.796880000027
S62-T1,S62,48.880698,2.321369,1.0,72 RUE DE ROME,Paris,75008,"Combo, CHAdeMO, T3, E/F, T2",4865.072039036298,7313.501360000523
S62-T2,S62,48.880698,2.321369,0.0,72 RUE DE ROME,Paris,75008,E/F,4865.072039036298,7313.501360000523
S62-T3,S62,48.880698,2.321369,0.0,72 RUE DE ROME,Paris,75008,"E/F, CHAdeMO, Combo, T2, T3",4865.072039036298,7313.501360000523
S63-T1,S63,48.870628,2.33321,1.0,7 BOULEVARD DES CAPUCINES,Paris,75002,"CHAdeMO, E/F, Combo, T2, T3",5733.057363724462,6192.508960000644
S63-T2,S63,48.870628,2.33321,0.0,7 BOULEVARD DES CAPUCINES,Paris,75002,E/F,5733.057363724462,6192.508960000644
S63-T3,S63,48.870628,2.33321,1.0,7 BOULEVARD DES CAPUCINES,Paris,75002,"E/F, Combo, CHAdeMO, T2, T3",5733.057363724462,6192.508960000644
S64-T1,S64,48.865788,2.342244,0.0,52 RUE ETIENNE MARCEL,Paris,75002,"T2, E/F, Combo, CHAdeMO, T3",6395.280100252887,5653.7201600004755
S64-T2,S64,48.865788,2.342244,0.0,52 RUE ETIENNE MARCEL,Paris,75002,E/F,6395.280100252887,5653.7201600004755
S64-T3,S64,48.865788,2.342244,0.0,52 RUE ETIENNE MARCEL,Paris,75002,"T2, T3, E/F, CHAdeMO, Combo",6395.280100252887,5653.7201600004755
S65-T1,S65,48.84824,2.339865,0.0,11 RUE DE MEDICIS,Paris,75006,"T2, E/F, CHAdeMO, T3, Combo",6220.891358809337,3700.2767999999187
S65-T2,S65,48.84824,2.339865,0.0,11 RUE DE MEDICIS,Paris,75006,E/F,6220.891358809337,3700.2767999999187
S65-T3,S65,48.84824,2.339865,0.0,11 RUE DE MEDICIS,Paris,75006,"Combo, E/F, CHAdeMO, T2, T3",6220.891358809337,3700.2767999999187
S66-T1,S66,48.851025,2.326367,0.0,20 RUE DE SEVRES,Paris,75007,"CHAdeMO, E/F, Combo, T2, T3",5231.442333166143,4010.303000000244
S66-T2,S66,48.851025,2.326367,1.0,20 RUE DE SEVRES,Paris,75007,E/F,5231.442333166143,4010.303000000244
S66-T3,S66,48.851025,2.326367,0.0,20 RUE DE SEVRES,Paris,75007,"CHAdeMO, E/F, T2, Combo, T3",5231.442333166143,4010.303000000244
S67-T1,S67,48.878799,2.368851,0.0,9 PLACE DU COLONEL FABIEN,Paris,75010,"T3, E/F, CHAdeMO, T2, Combo",8345.663136649971,7102.10468000034
S67-T2,S67,48.878799,2.368851,0.0,9 PLACE DU COLONEL FABIEN,Paris,75010,E/F,8345.663136649971,7102.10468000034
S67-T3,S67,48.878799,2.368851,0.0,9 PLACE DU COLONEL FABIEN,Paris,75010,"E/F, T2, Combo, CHAdeMO, T3",8345.663136649971,7102.10468000034
S68-T1,S68,48.875465,2.360103,1.0,150 RUE DU FAUBOURG SAINT MARTIN,Paris,75010,"Combo, CHAdeMO, T3, T2, E/F",7704.4051668525,6730.963800000073
S68-T2,S68,48.875465,2.360103,0.0,150 RUE DU FAUBOURG SAINT MARTIN,Paris,75010,E/F,7704.4051668525,6730.963800000073
S68-T3,S68,48.875465,2.360103,0.0,150 RUE DU FAUBOURG SAINT MARTIN,Paris,75010,"Combo, E/F, T3, CHAdeMO, T2",7704.4051668525,6730.963800000073
S69-T1,S69,48.847446,2.38804,0.0,126 BOULEVARD DIDEROT,Paris,75012,"Combo, CHAdeMO, T3, T2, E/F",9752.281698886396,3611.8887200000217
