t_id,s_id,latitude,longitude,Availability,street,city,zipcode,model,x,y
S31-T2,S31,48.85104,2.345493,0,32 RUE SAINT JACQUES,Paris,75005,E/F,6633.442782,4011.9728
S31-T3,S31,48.85104,2.345493,1,32 RUE SAINT JACQUES,Paris,75005,"CHAdeMO, E/F, T3, Combo, T2",6633.442782,4011.9728
S32-T1,S32,48.84477,2.35242,0,55 RUE MONGE,Paris,75005,"T2, Combo, CHAdeMO, T3, E/F",7141.215297,3313.9964
S32-T2,S32,48.84477,2.35242,1,55 RUE MONGE,Paris,75005,E/F,7141.215297,3313.9964
S32-T3,S32,48.84477,2.35242,0,55 RUE MONGE,Paris,75005,"CHAdeMO, T3, T2, Combo, E/F",7141.215297,3313.9964
S33-T1,S33,48.8524588,2.3414834,1,7 RUE DANTON,Paris,75006,"E/F, CHAdeMO, T2, T3, Combo",6339.525549,4169.913616
S33-T2,S33,48.8524588,2.3414834,0,7 RUE DANTON,Paris,75006,E/F,6339.525549,4169.913616
S33-T3,S33,48.8524588,2.3414834,0,7 RUE DANTON,Paris,75006,"T3, Combo, CHAdeMO, T2, E/F",6339.525549,4169.913616
S34-T1,S34,48.8521255,2.3313459,1,66 RUE DE RENNES,Paris,75006,"E/F, Combo, T2, CHAdeMO, T3",5596.412533,4132.81066
S34-T2,S34,48.8521255,2.3313459,0,66 RUE DE RENNES,Paris,75006,E/F,5596.412533,4132.81066
S34-T3,S34,48.8521255,2.3313459,1,66 RUE DE RENNES,Paris,75006,"E/F, Combo, CHAdeMO, T3, T2",5596.412533,4132.81066
S35-T1,S35,48.849911,2.307126,1,10 AV DE SAXE,Paris,75007,"E/F, T3, Combo, T2, CHAdeMO",3821.011995,3886.29252
S35-T2,S35,48.849911,2.307126,0,10 AV DE SAXE,Paris,75007,E/F,3821.011995,3886.29252
S35-T3,S35,48.849911,2.307126,0,10 AV DE SAXE,Paris,75007,"E/F, T3, Combo, T2, CHAdeMO",3821.011995,3886.29252
S36-T1,S36,48.857552,2.30437,0,47 AV BOSQUET,Paris,75007,"T2, T3, E/F, Combo, CHAdeMO",3618.987879,4736.88864
S36-T2,S36,48.857552,2.30437,1,47 AV BOSQUET,Paris,75007,E/F,3618.987879,4736.88864
S36-T3,S36,48.857552,2.30437,1,47 AV BOSQUET,Paris,75007,"T2, T3, E/F, Combo, CHAdeMO",3618.987879,4736.88864
S37-T1,S37,48.857124,2.327753,0,35 RUE DU BAC,Paris,75007,"T3, E/F, CHAdeMO, T2, Combo",5333.040818,4689.24368
S37-T2,S37,48.857124,2.327753,1,35 RUE DU BAC,Paris,75007,E/F,5333.040818,4689.24368
S37-T3,S37,48.857124,2.327753,1,35 RUE DU BAC,Paris,75007,"T3, E/F, CHAdeMO, T2, Combo",5333.040818,4689.24368
S38-T1,S38,48.847931,2.309952,1,2 RUE PERIGNON,Paris,75007,"E/F, Combo, T3, T2, CHAdeMO",4028.167348,3665.87892
S38-T2,S38,48.847931,2.309952,1,2 RUE PERIGNON,Paris,75007,E/F,4028.167348,3665.87892
S38-T3,S38,48.847931,2.309952,1,2 RUE PERIGNON,Paris,75007,"E/F, CHAdeMO, T3, T2, Combo",4028.167348,3665.87892
S39-T1,S39,48.852665,2.31368,1,9 AVENUE DE VILLARS,Paris,75007,"T3, E/F, CHAdeMO, T2, Combo",4301.442349,4192.8678
S39-T2,S39,48.852665,2.31368,1,9 AVENUE DE VILLARS,Paris,75007,E/F,4301.442349,4192.8678
S39-T3,S39,48.852665,2.31368,1,9 AVENUE DE VILLARS,Paris,75007,"T3, T2, E/F, Combo, CHAdeMO",4301.442349,4192.8678
S4-T1,S4,48.871465,2.289894,0,45 AVENUE VICTOR HUGO,Paris,75016,"CHAdeMO, T2, T3, E/F, Combo",2557.848148,6285.6838
S4-T2,S4,48.871465,2.289894,1,45 AVENUE VICTOR HUGO,Paris,75016,E/F,2557.848148,6285.6838
S4-T3,S4,48.871465,2.289894,0,45 AVENUE VICTOR HUGO,Paris,75016,"E/F, CHAdeMO, T3, Combo, T2",2557.848148,6285.6838
S41-T1,S41,48.86937,2.303269,1,55 RUE PIERRE CHARRON,Paris,75008,"T2, E/F, CHAdeMO, T3, Combo",3538.280858,6052.4684
S41-T2,S41,48.86937,2.303269,1,55 RUE PIERRE CHARRON,Paris,75008,E/F,3538.280858,6052.4684
S41-T3,S41,48.86937,2.303269,1,55 RUE PIERRE CHARRON,Paris,75008,"CHAdeMO, E/F, Combo, T2, T3",3538.280858,6052.4684
S42-T1,S42,48.875854,2.309542,1,2 RUE LOUIS MURAT,Paris,75008,"Combo, E/F, T3, CHAdeMO, T2",3998.112962,6774.26728
S42-T2,S42,48.875854,2.309542,1,2 RUE LOUIS MURAT,Paris,75008,E/F,3998.112962,6774.26728
S42-T3,S42,48.875854,2.309542,0,2 RUE LOUIS MURAT,Paris,75008,"Combo, T3, E/F, T2, CHAdeMO",3998.112962,6774.26728
S45-T1,S45,48.858952,2.379874,1,4 AVENUE PARMENTIER,Paris,75011,"T2, Combo, E/F, T3, CHAdeMO",9153.686296,4892.73664
S45-T2,S45,48.858952,2.379874,1,4 AVENUE PARMENTIER,Paris,75011,E/F,9153.686296,4892.73664
S45-T3,S45,48.858952,2.379874,1,4 AVENUE PARMENTIER,Paris,75011,"T2, Combo, CHAdeMO, E/F, T3",9153.686296,4892.73664
S46-T1,S46,48.847485,2.401736,0,66 COURS DE VINCENNES,Paris,75012,"Combo, CHAdeMO, T2, E/F, T3",10756.24479,3616.2302
S46-T2,S46,48.847485,2.401736,1,66 COURS DE VINCENNES,Paris,75012,E/F,10756.24479,3616.2302
S46-T3,S46,48.847485,2.401736,0,66 COURS DE VINCENNES,Paris,75012,"Combo, T2, E/F, T3, CHAdeMO",10756.24479,3616.2302
S47-T1,S47,48.820007,2.365661,1,107 BOULEVARD MASSENA,Paris,75013,"CHAdeMO, Combo, T3, E/F, T2",8111.825354,557.37924
S47-T2,S47,48.820007,2.365661,1,107 BOULEVARD MASSENA,Paris,75013,E/F,8111.825354,557.37924
S47-T3,S47,48.820007,2.365661,0,107 BOULEVARD MASSENA,Paris,75013,"T2, E/F, Combo, T3, CHAdeMO",8111.825354,557.37924
S48-T1,S48,48.832893,2.363025,1,137 BD VINCENT AURIOL,Paris,75013,"T3, E/F, Combo, CHAdeMO, T2",7918.597644,1991.84876
S48-T2,S48,48.832893,2.363025,0,137 BD VINCENT AURIOL,Paris,75013,E/F,7918.597644,1991.84876
S48-T3,S48,48.832893,2.363025,1,137 BD VINCENT AURIOL,Paris,75013,"T3, E/F, Combo, CHAdeMO, T2",7918.597644,1991.84876
S49-T1,S49,48.831448,2.320052,1,47 RUE DIDOT,Paris,75014,"Combo, E/F, T3, CHAdeMO, T2",4768.531487,1830.99136
S49-T2,S49,48.831448,2.320052,0,47 RUE DIDOT,Paris,75014,E/F,4768.531487,1830.99136
S49-T3,S49,48.831448,2.320052,0,47 RUE DIDOT,Paris,75014,"CHAdeMO, Combo, E/F, T3, T2",4768.531487,1830.99136
S5-T1,S5,48.865501,2.315463,0,3 AV DUTUIT,Paris,75008,"T2, T3, CHAdeMO, Combo, E/F",4432.142276,5621.77132
S5-T2,S5,48.865501,2.315463,1,3 AV DUTUIT,Paris,75008,E/F,4432.142276,5621.77132
S5-T3,S5,48.865501,2.315463,1,3 AV DUTUIT,Paris,75008,"CHAdeMO, Combo, E/F, T2, T3",4432.142276,5621.77132
S50-T1,S50,48.83086,2.325895,1,173 AV DU MAINE,Paris,75014,"E/F, Combo, CHAdeMO, T2, T3",5196.843138,1765.5352
S50-T2,S50,48.83086,2.325895,1,173 AV DU MAINE,Paris,75014,E/F,5196.843138,1765.5352
S50-T3,S50,48.83086,2.325895,1,173 AV DU MAINE,Paris,75014,"T2, Combo, CHAdeMO, T3, E/F",5196.843138,1765.5352
S51-T1,S51,48.841198,2.323891,1,9 BD EDGARD QUINET,Paris,75014,"CHAdeMO, T3, Combo, E/F, T2",5049.943164,2916.36136
S51-T2,S51,48.841198,2.323891,1,9 BD EDGARD QUINET,Paris,75014,E/F,5049.943164,2916.36136
S51-T3,S51,48.841198,2.323891,1,9 BD EDGARD QUINET,Paris,75014,"T3, Combo, CHAdeMO, E/F, T2",5049.943164,2916.36136
S52-T1,S52,48.86154,2.31159,1,22 RUE FABERT,Paris,75007,"CHAdeMO, T2, Combo, T3, E/F",4148.238284,5180.8328
S52-T2,S52,48.86154,2.31159,1,22 RUE FABERT,Paris,75007,E/F,4148.238284,5180.8328
S52-T3,S52,48.86154,2.31159,1,22 RUE FABERT,Paris,75007,"T3, T2, E/F, CHAdeMO, Combo",4148.238284,5180.8328
S53-T1,S53,48.835709,2.286912,1,55 RUE DESNOUETTES,Paris,75015,"T3, CHAdeMO, Combo, E/F, T2",2339.257468,2305.32588
S53-T2,S53,48.835709,2.286912,1,55 RUE DESNOUETTES,Paris,75015,E/F,2339.257468,2305.32588
S53-T3,S53,48.835709,2.286912,0,55 RUE DESNOUETTES,Paris,75015,"T3, T2, E/F, CHAdeMO, Combo",2339.257468,2305.32588
S56-T1,S56,48.828454,2.3006428,1,2 Rue Antonin Mercié,Paris,75015,"T3, Combo, E/F, T2, CHAdeMO",3345.771521,1497.69928
S56-T2,S56,48.828454,2.3006428,1,2 Rue Antonin Mercié,Paris,75015,E/F,3345.771521,1497.69928
S56-T3,S56,48.828454,2.3006428,1,2 Rue Antonin Mercié,Paris,75015,"E/F, T3, Combo, T2, CHAdeMO",3345.771521,1497.69928
S57-T1,S57,48.885689,2.297463,1,4 AV GOURGAUD,Paris,75017,"CHAdeMO, T3, T2, Combo, E/F",3112.681433,7869.09948
S57-T2,S57,48.885689,2.297463,1,4 AV GOURGAUD,Paris,75017,E/F,3112.681433,7869.09948
S57-T3,S57,48.885689,2.297463,1,4 AV GOURGAUD,Paris,75017,"T2, CHAdeMO, T3, Combo, E/F",3112.681433,7869.09948
S58-T1,S58,48.879654,2.302442,1,83 RUE DE COURCELLES,Paris,75017,"T3, T2, E/F, CHAdeMO, Combo",3477.658962,7197.28328
S58-T2,S58,48.879654,2.302442,1,83 RUE DE COURCELLES,Paris,75017,E/F,3477.658962,7197.28328
S58-T3,S58,48.879654,2.302442,1,83 RUE DE COURCELLES,Paris,75017,"CHAdeMO, T2, Combo, T3, E/F",3477.658962,7197.28328
S59-T1,S59,48.883282,2.286938,0,2 AV DE LA PORTE DE VILLIERS,Paris,75017,"CHAdeMO, Combo, T3, T2, E/F",2341.163356,7601.15224
S59-T2,S59,48.883282,2.286938,0,2 AV DE LA PORTE DE VILLIERS,Paris,75017,E/F,2341.163356,7601.15224
S59-T3,S59,48.883282,2.286938,1,2 AV DE LA PORTE DE VILLIERS,Paris,75017,"E/F, T3, CHAdeMO, Combo, T2",2341.163356,7601.15224
S6-T1,S6,48.882794,2.382705,1,4 PLACE ARMAND CARREL,Paris,75019,"Combo, T2, CHAdeMO, E/F, T3",9361.208166,7546.82808
S6-T2,S6,48.882794,2.382705,1,4 PLACE ARMAND CARREL,Paris,75019,E/F,9361.208166,7546.82808
S6-T3,S6,48.882794,2.382705,0,4 PLACE ARMAND CARREL,Paris,75019,"E/F, Combo, T2, T3, CHAdeMO",9361.208166,7546.82808
S60-T1,S60,48.874134,2.405196,0,227 AVENUE GAMBETTA,Paris,75020,"T2, Combo, E/F, T3, CHAdeMO",11009.87449,6582.79688
S60-T2,S60,48.874134,2.405196,1,227 AVENUE GAMBETTA,Paris,75020,E/F,11009.87449,6582.79688
S60-T3,S60,48.874134,2.405196,1,227 AVENUE GAMBETTA,Paris,75020,"Combo, E/F, T3, T2, CHAdeMO",11009.87449,6582.79688
S62-T1,S62,48.880698,2.321369,1,72 RUE DE ROME,Paris,75008,"Combo, CHAdeMO, T3, E/F, T2",4865.072039,7313.50136
S62-T2,S62,48.880698,2.321369,1,72 RUE DE ROME,Paris,75008,E/F,4865.072039,7313.50136
S62-T3,S62,48.880698,2.321369,1,72 RUE DE ROME,Paris,75008,"E/F, CHAdeMO, Combo, T2, T3",4865.072039,7313.50136
S63-T1,S63,48.870628,2.33321,1,7 BOULEVARD DES CAPUCINES,Paris,75002,"CHAdeMO, E/F, Combo, T2, T3",5733.057364,6192.50896
S63-T2,S63,48.870628,2.33321,1,7 BOULEVARD DES CAPUCINES,Paris,75002,E/F,5733.057364,6192.50896
S63-T3,S63,48.870628,2.33321,1,7 BOULEVARD DES CAPUCINES,Paris,75002,"E/F, Combo, CHAdeMO, T2, T3",5733.057364,6192.50896
S64-T1,S64,48.865788,2.342244,1,52 RUE ETIENNE MARCEL,Paris,75002,"T2, E/F, Combo, CHAdeMO, T3",6395.2801,5653.72016
S64-T2,S64,48.865788,2.342244,1,52 RUE ETIENNE MARCEL,Paris,75002,E/F,6395.2801,5653.72016
S64-T3,S64,48.865788,2.342244,1,52 RUE ETIENNE MARCEL,Paris,75002,"T2, T3, E/F, CHAdeMO, Combo",6395.2801,5653.72016
S65-T1,S65,48.84824,2.339865,1,11 RUE DE MEDICIS,Paris,75006,"T2, E/F, CHAdeMO, T3, Combo",6220.891359,3700.2768
S65-T2,S65,48.84824,2.339865,1,11 RUE DE MEDICIS,Paris,75006,E/F,6220.891359,3700.2768
S65-T3,S65,48.84824,2.339865,1,11 RUE DE MEDICIS,Paris,75006,"Combo, E/F, CHAdeMO, T2, T3",6220.891359,3700.2768
S66-T1,S66,48.851025,2.326367,1,20 RUE DE SEVRES,Paris,75007,"CHAdeMO, E/F, Combo, T2, T3",5231.442333,4010.303
S66-T2,S66,48.851025,2.326367,1,20 RUE DE SEVRES,Paris,75007,E/F,5231.442333,4010.303
S66-T3,S66,48.851025,2.326367,1,20 RUE DE SEVRES,Paris,75007,"CHAdeMO, E/F, T2, Combo, T3",5231.442333,4010.303
S67-T1,S67,48.878799,2.368851,1,9 PLACE DU COLONEL FABIEN,Paris,75010,"T3, E/F, CHAdeMO, T2, Combo",8345.663137,7102.10468
S67-T2,S67,48.878799,2.368851,0,9 PLACE DU COLONEL FABIEN,Paris,75010,E/F,8345.663137,7102.10468
S67-T3,S67,48.878799,2.368851,0,9 PLACE DU COLONEL FABIEN,Paris,75010,"E/F, T2, Combo, CHAdeMO, T3",8345.663137,7102.10468
S68-T1,S68,48.875465,2.360103,0,150 RUE DU FAUBOURG SAINT MARTIN,Paris,75010,"Combo, CHAdeMO, T3, T2, E/F",7704.405167,6730.9638
S68-T2,S68,48.875465,2.360103,1,150 RUE DU FAUBOURG SAINT MARTIN,Paris,75010,E/F,7704.405167,6730.9638
S68-T3,S68,48.875465,2.360103,1,150 RUE DU FAUBOURG SAINT MARTIN,Paris,75010,"Combo, E/F, T3, CHAdeMO, T2",7704.405167,6730.9638
S69-T1,S69,48.847446,2.38804,1,126 BOULEVARD DIDEROT,Paris,75012,"Combo, CHAdeMO, T3, T2, E/F",9752.281699,3611.88872
S69-T2,S69,48.847446,2.38804,1,126 BOULEVARD DIDEROT,Paris,75012,E/F,9752.281699,3611.88872
S69-T3,S69,48.847446,2.38804,0,126 BOULEVARD DIDEROT,Paris,75012,"CHAdeMO, Combo, T2, T3, E/F",9752.281699,3611.88872
S7-T1,S7,48.8534452,2.3868802,1,206 Boulevard Voltaire,Paris,75011,"E/F, T2, CHAdeMO, T3, Combo",9667.264439,4279.719664
S7-T2,S7,48.8534452,2.3868802,1,206 Boulevard Voltaire,Paris,75011,E/F,9667.264439,4279.719664
S7-T3,S7,48.8534452,2.3868802,0,206 Boulevard Voltaire,Paris,75011,"T3, T2, E/F, CHAdeMO, Combo",9667.264439,4279.719664
S70-T1,S70,48.834084,2.405248,1,3 AVENUE DU GENERAL DODDS,Paris,75012,"Combo, T3, E/F, CHAdeMO, T2",11013.68626,2124.43088
S70-T2,S70,48.834084,2.405248,1,3 AVENUE DU GENERAL DODDS,Paris,75012,E/F,11013.68626,2124.43088
S70-T3,S70,48.834084,2.405248,0,3 AVENUE DU GENERAL DODDS,Paris,75012,"E/F, Combo, CHAdeMO, T2, T3",11013.68626,2124.43088
S71-T1,S71,48.826504,2.343366,1,234 RUE DE TOLBIAC,Paris,75013,"T3, E/F, Combo, CHAdeMO, T2",6477.526493,1280.62528
S71-T2,S71,48.826504,2.343366,1,234 RUE DE TOLBIAC,Paris,75013,E/F,6477.526493,1280.62528
S71-T3,S71,48.826504,2.343366,0,234 RUE DE TOLBIAC,Paris,75013,"Combo, T2, E/F, CHAdeMO, T3",6477.526493,1280.62528
S72-T1,S72,48.82085,2.343626,0,77 RUE DE L'AMIRAL MOUCHEZ,Paris,75013,"Combo, CHAdeMO, T2, T3, E/F",6496.585372,651.222
S72-T2,S72,48.82085,2.343626,1,77 RUE DE L'AMIRAL MOUCHEZ,Paris,75013,E/F,6496.585372,651.222
S72-T3,S72,48.82085,2.343626,1,77 RUE DE L'AMIRAL MOUCHEZ,Paris,75013,"T3, E/F, Combo, CHAdeMO, T2",6496.585372,651.222
S74-T1,S74,48.834705,2.305529,1,25 RUE DE VOUILLE,Paris,75015,"Combo, CHAdeMO, T2, E/F, T3",3703.946497,2193.5606
S74-T2,S74,48.834705,2.305529,1,25 RUE DE VOUILLE,Paris,75015,E/F,3703.946497,2193.5606
